"Id","Category","Control","Impact","ServiceName","ResourceType","Key","Message","State","Version","Description","LongDescription","Benefits","Tip","LearnMoreLink"
"a17ff303-56eb-4382-ac2c-ac7e317945fc","Performance",,"Medium","Azure Data Explorer (Kusto)","microsoft.kusto/clusters","PerformanceEnableOptimizedAutoscaleAzureDataExplorer","Enable Optimized Autoscale for Data Explorer resources.","Active","3.1","Enable Optimized Autoscale for Data Explorer resources","Looks like your resource could have automatically scaled to improve performance (based on your actual usage during the last week, cache utilization, ingestion utilization, CPU, and streaming ingests utilization). To optimize costs and performance, we recommend enabling Optimized Autoscale.","Optimize performance",,"https://aka.ms/adxoptimizedautoscale"
"da4d47d5-b48b-4308-93bc-29d954424e76","Performance",,"Medium","Azure Data Explorer","microsoft.kusto/clusters","Right-size ADX resource","Consider scaling Data Explorer resources to the recommended configuration","Disabled","5","Right-size Data Explorer resources for optimal performance.","This recommendation surfaces all Data Explorer resources which exceed the recommended data capacity (80%). The recommended action to improve the performance is to scale to the recommended configuration shown.","Optimize performance",,"https://aka.ms/adxskuperformance"
"354D7BBB-A243-4BE1-A8B9-43DBFC05C44A","Cost",,"Medium","Azure Data Explorer","microsoft.kusto/clusters","StopUnusedClusters","Consider stopping the resource","Active","4","Unused running Data Explorer resources","This recommendation surfaces all running Data Explorer resources with no user activity. Consider stopping the resources.","Optimize Azure spend",,"https://docs.microsoft.com/azure/data-explorer/azure-advisor#azure-data-explorer-unused-cluster"
"900b17ec-0125-458a-a065-6c213e57c342","Cost",,"Medium","Azure Data Explorer","microsoft.kusto/clusters","RunCleanupCommandForAzureDataExplorer","Run the cleanup command to detect and delete unused storage in Data Explorer resources","Active","2.8","Cleanup unused storage in Data Explorer resources","Over time, internal extents merge operations can accumulate redundant and unused storage artifacts that remain beyond the data retention period. While this unreferenced data doesn’t negatively impact the performance, it can lead to more storage use and larger costs than necessary. This recommendation surfaces Data Explorer resources that have unused storage artifacts. The recommended action is to run the cleanup command to detect and delete unused storage artifacts and reduce cost. Note that data recoverability will be reset to the cleanup time and will not be available on data that was created before running the cleanup.","Optimize cost",,"https://aka.ms/adxcleanextentcontainers"
"947a627a-532d-44f8-8e23-4f365a80a2ba","Cost",,"Medium","Azure Data Explorer","microsoft.kusto/clusters","ReduceCacheForAzureDataExplorerTables","Reduce the cache in the cache policy","Active","7.4","Reduce Data Explorer table cache policy to optimize costs","Based on your actual usage during the last month, update the cache policy to reduce the hot cache for the table. With autoscale enabled, the cluster can potentially scale in and thus reduce costs. Our goal is that more than 95% of the queries read data from the hot cache (*) The analysis is based only on user queries that scanned data.","Reduce cost",,"https://aka.ms/adxcachepolicy"
"9a3ea211-a282-4ab6-a63b-81024975b796","Operational Excellence",,"Medium","Azure Data Explorer","microsoft.kusto/clusters","ReduceCacheForAzureDataExplorerTablesOperational Excellence","Reduce the cache in the cache policy","Active","3.1","Reduce the cache policy on your Data Explorer tables","Based on your actual usage during the last month, update the cache policy to reduce the hot cache for the table. The number of instances in your cluster is determined by the CPU and ingestion load, not by the amount of data held in the hot cache and may change based on your usage. Based on current usage, changing the cache isn't enough to reduce the number of instances, we recommend further optimizations,such as changing the SKU, reducing the CPU load, and enabling autoscale to scale in efficiently. ","Cache reduction",,"https://aka.ms/adxcachepolicy"
"389653ce-d564-4b95-aac4-ca30e1602536","Performance",,"Medium","Azure Data Explorer","microsoft.kusto/clusters","IncreaseCacheForAzureDataExplorerTablesToImprovePerformance","Increase the cache in the cache policy","Active","3.3","Increase the cache in the cache policy","Based on your actual usage during the last month, update the cache policy to increase the hot cache for the table. Note that the retention period must always be larger than the cache period. If, after increasing the cache, the retention period is lower than the cache period, please update the retention policy.(*) The analysis is based only on user queries that scanned data. ","Optimize performance",,"https://aka.ms/adxcachepolicy"
"dace9b52-e456-4384-a6ee-82b8d815953c","Operational Excellence",,"Medium","Azure CLI Tools - Azure CLI, PowerShell and Terraform","microsoft.subscriptions/subscriptions","UpgradeLatestAzurePSVersion","Upgrade to the latest Azure PowerShell version","Disabled","2.2","Upgrade Azure PowerShell to the latest version","We have detected that one or more machines associated with your Azure subscription are using an outdated version of Azure PowerShell. To ensure the best possible experience, we recommend upgrading all machines to the latest version. Please wisely postpone or dismiss based on your business judgment.","Latest version will fix known security issues and feature bugs","Upgrade to the latest Azure PowerShell version","https://learn.microsoft.com/powershell/azure/"
"7c3484ae-c299-46d0-912d-d77aaeb1feb7","Operational Excellence",,"Medium","Azure Spring Cloud","microsoft.appplatform/spring","UpgradeAzureSpringCloudAPI","Update Azure Spring Cloud API","Active","2","Update Azure Spring Cloud API Version","We have identified API calls from outdated Azure Spring Cloud API for resources under this subscription. We recommend switching to the latest Spring Cloud API version. You need to update your existing code to use the latest API version. Also, you need to upgrade your Azure SDK and Azure CLI to the latest version. This ensures you receive the latest features and performance improvements.","Latest Azure Spring Cloud API contains latest fixes, performance improvements, and new feature capabilities.","","https://docs.microsoft.com/azure/spring-cloud"
"a0b3b756-caef-4f1c-9546-576e9f4cc7da","Operational Excellence",,"Medium","Azure Spring Cloud","microsoft.appplatform/spring","SpringCloudUpgradeOutdatedSDK","Upgrade your outdated Azure Spring Cloud SDK to the latest version","Active","3","Update your outdated Azure Spring Cloud SDK to the latest version","We have identified API calls from an outdated Azure Spring Cloud SDK. We recommend upgrading to the latest version for the latest fixes, performance improvements, and new feature capabilities.","Improve reliability, performance, and new feature capabilites.",,"https://docs.microsoft.com/azure/spring-cloud"
"a37462ed-d4d7-4c42-bf88-f16a60e2f8b6","Operational Excellence",,"High","Batch","microsoft.batch/batchaccounts","EolImage","Batch pools using image with an imminent expiration date","Active","3","Recreate your pool with a new image","Your pool is using an image with an imminent expiration date. Please recreate the pool with a new image to avoid potential interruptions. A list of newer images is available via the ListSupportedImages API.","Avoid potential interruptions","Use the ListSupportedImages API to find a newer image for your pools. Periodically refresh your view of end-of-life dates pertinent to your pools.","https://aka.ms/batch_expiring_image_learn_more"
"962f2d6d-b2c7-4c48-9e61-2a857051815d","Operational Excellence",,"Medium","Batch","microsoft.batch/batchaccounts","OldPool","Old node agents on Batch pools","Active","7.2","Recreate your pool to get the latest node agent features and fixes","Your pool has an old node agent. Consider recreating your pool to get the latest node agent updates and bug fixes.","Improved functionality and stability","Consider recreating old pools to get the latest node agent, which includes the latest updates and bug fixes. Alternatively, scale the pool down to 0 nodes and then resize back up.","https://aka.ms/batch_oldpool_learnmore"
"a49b0685-56d6-468d-b879-7e021a2395e3","Operational Excellence",,"High","Batch","microsoft.batch/batchaccounts","RecreatePool","Deprecated internal component on Batch pools","Active","2","Delete and recreate your pool to remove a deprecated internal component","Your pool is using a deprecated internal component. Please delete and recreate your pool for improved stability and performance.","Improved stability and performance","Please delete and recreate your pool for improved stability and performance.","https://aka.ms/batch_deprecatedcomponent_learnmore"
"48ae14cb-10de-4bd9-a005-5c25f498649b","Operational Excellence",,"High","Batch","microsoft.batch/batchaccounts","RemoveA8_A11Pools","Pools using a VM size that will be retired soon","Active","3","Delete and recreate your pool using a VM size that will soon be retired","Your pool is using A8-A11 VMs, which are set to be retired in March 2021. Please delete your pool and recreate it with a different VM size.","Avoid potential interruptions","Delete your pool and recreate it with a different VM size to avoid potential interruptions when the VM size is retired.","https://aka.ms/batch_a8_a11_retirement_learnmore"
"bbc3f0f1-85b7-4bcb-b474-0e02571eb5fa","Operational Excellence",,"High","Batch","microsoft.batch/batchaccounts","UpgradeAPI","API versions scheduled for deprecation","Active","4","Upgrade to the latest API version to ensure your Batch account remains operational.","In the past 14 days, you have invoked a Batch management or service API version that is scheduled for deprecation. Upgrade to the latest API version to ensure your Batch account remains operational.","Improved functionality and stability","Upgrade to the latest API version to ensure your Batch account remains operational.","https://aka.ms/batch_deprecatedapi_learnmore"
"a5ab10c5-424a-4818-9fba-ddca1eee531a","Performance",,"Medium","Redis Cache","microsoft.cache/redis","RedisCacheConnectedClients","Improve your Cache and application performance when running with many connected clients","Active","1","Improve your Cache and application performance when running with many connected clients","Cache instances perform best when not running under high server load which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce the server load or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance when running with many connected clients by scaling to a different size or sku","https://aka.ms/redis/recommendations/connections"
"e34f1fd6-7d4b-4030-9c1a-0b413675cb40","Performance",,"High","Redis Cache","microsoft.cache/redis","RedisCacheConnectedClientsHigh","Improve your Cache and application performance when running with many connected clients","Active","1","Improve your Cache and application performance when running with many connected clients","Cache instances perform best when not running under high server load which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce the server load or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance when running with many connected clients by scaling to a different size or sku","https://aka.ms/redis/recommendations/connections"
"f160c11d-9aab-4d41-979f-d119dec02392","Operational Excellence",,"High","Redis Cache","microsoft.cache/redis","ConsiderUsingRedisEnterprise","Consider upgrading to Azure Cache for Redis Enterprise","Active","1","You may benefit from using an Enterprise tier cache instance","This instance of Azure Cache for Redis is using one or more advanced features from the list - more than 6 shards, geo-replication, zone-redundancy or persistence. Consider switching to an Enterprise tier cache to get the most out of your Redis experience. Enterprise tier caches offer higher availability, better performance and more powerful features like active geo-replication.","Better performance, higher availability, and additional features.","Consider upgrading to Azure Cache for Redis Enterprise.","https://aka.ms/redisenterpriseupgrade"
"7c380315-6ad9-4fb2-8930-a8aeb1d6241b","High Availability","Other","Medium","Redis Cache","microsoft.cache/redis","RedisCacheMemoryFragmentation","Increase fragmentation memory reservation","Active","6","Increase fragmentation memory reservation","Fragmentation and memory pressure can cause availability incidents. To help in reduce cache failures when running under high memory pressure, increase reservation of memory for fragmentation through the  maxfragmentationmemory-reserved setting available in the Advanced Settings options.","Avoid availability incidents when your cache has high memory fragmentation","You can avoid availability incidents by increasing fragmentation memory reservation","http://aka.ms/redis/recommendations/memory-policies"
"a67201dd-6df0-4838-8258-5abf26adc8f6","Performance",,"Medium","Redis Cache","microsoft.cache/redis","RedisCacheNetworkBandwidth","Improve your Cache and application performance when running with high network bandwidth","Active","1","Improve your Cache and application performance when running with high network bandwidth","Cache instances perform best when not running under high network bandwidth which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce network bandwidth or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance with high network bandwith by scaling to a different size or sku","https://aka.ms/redis/recommendations/bandwidth"
"a616baa6-74dd-45ac-a2a3-ab278d63f2d7","Performance",,"High","Redis Cache","microsoft.cache/redis","RedisCacheNetworkBandwidthHigh","Improve your Cache and application performance when running with high network bandwidth","Active","1","Improve your Cache and application performance when running with high network bandwidth","Cache instances perform best when not running under high network bandwidth which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce network bandwidth or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance with high network bandwith by scaling to a different size or sku","https://aka.ms/redis/recommendations/bandwidth"
"e387838a-4fbc-47d5-9a3d-9d1aaa218345","Operational Excellence",,"Medium","Redis Cache","microsoft.cache/redis","Persistence","Enable Persistence","Active","1","Redis persistence allows you to persist data stored in a cache so you can reload data from an event that caused data loss.","Redis persistence allows you to persist data stored in Redis. You can also take snapshots and back up the data. If there's a hardware failure, the persisted data is automatically loaded in your cache instance.  Data loss is possible if a failure occurs where Cache nodes are down.","Avoid data loss due to hardware failure or Cache node failure","Enable Persistence to avoid data loss in case of hardware or node failure.","https://aka.ms/redis/persistence"
"204cc04b-0e75-46f9-9a43-9bcb39955236","Operational Excellence",,"High","Redis Cache","microsoft.cache/redis","MigrateFromCloudService","Migrate from Cloud Service","Active","1","Cloud service caches are being retired in August 2024, migrate before then to avoid any problems","This instance of Azure Cache for Redis has a dependency on Cloud Services (classic) which is being retired in August 2024. Please follow the instructions found in the learn more link to migrate to an instance without this dependency. If you need to upgrade your cache to Redis 6 please note that upgrading a cache with a dependency on cloud services is not supported. You should migrate your cache instance to Virtual Machine Scale Set before upgrading. For more information, see https://learn.microsoft.com/azure/azure-cache-for-redis/cache-faq for details on cloud services hosted caches. Note: If you have completed your migration away from Cloud Services, please allow up to 24 hours for this recommendation to be removed","Avoid service interruptions by migrating before cloud services are retired.","Migrate from Cloud Service before the end of support.","https://docs.microsoft.com/azure/azure-cache-for-redis/cache-faq#caches-with-a-dependency-on-cloud-services-%28classic%29"
"a25fccfd-854d-4c1a-9fae-aa0597a45e27","Performance",,"Medium","Redis Cache","microsoft.cache/redis","RedisCacheServerLoad","Improve your Cache and application performance when running with high server load","Active","1","Improve your Cache and application performance when running with high server load","Cache instances perform best when not running under high server load which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce the server load or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance with high server load by scaling to a different size or sku","https://aka.ms/redis/recommendations/cpu"
"dcd94184-c5fb-4e80-ac1e-7f11930b4f77","Performance",,"High","Redis Cache","microsoft.cache/redis","RedisCacheServerLoadHigh","Improve your Cache and application performance when running with high server load","Active","1","Improve your Cache and application performance when running with high server load","Cache instances perform best when not running under high server load which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce the server load or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance with high server load by scaling to a different size or sku","https://aka.ms/redis/recommendations/cpu"
"77204a4e-03ed-4db5-b059-3c3a26145b43","Operational Excellence",,"Medium","Redis Cache","microsoft.cache/redis","PersistenceSoftEnable","Check to see if Soft Delete is enabled","Active","2","Using persistence with soft delete enabled can increase storage costs.","Check to see if your storage account has soft delete enabled before using the data persistence feature. Using data persistence with soft delete causes very high storage costs. For more information, see https://learn.microsoft.com/azure/azure-cache-for-redis/cache-how-to-premium-persistence#how-do-i-check-if-soft-delete-is-enabled-on-my-storage-account","Avoid high storage costs due to soft delete","Check to see if Soft Delete is enabled to reduce high storage costs.","https://aka.ms/redis/persistence"
"faf7de8d-ccb9-4364-aad1-4852e489b2f3","Operational Excellence",,"High","Redis Cache","microsoft.cache/redis","TLSVersion","Support for TLS versions 1.0 and 1.1 is retiring on October 31, 2024.","Active","1.1","Support for TLS versions 1.0 and 1.1 is retiring on October 31, 2024.","Support for TLS 1.0/1.1 is retiring on October 31, 2024. Please configure your cache to use TLS 1.2 only and your application should using TLS 1.2 or later. See https://aka.ms/TLSVersions for more information.","Keep your cache secure.","Use TLS 1.2 to keep your cache secure.","https://aka.ms/TLSVersions"
"2f57b58b-1677-4c31-8a37-be79838d14ca","Performance",,"Medium","Redis Cache","microsoft.cache/redis","UnresponsiveClient","Improve cache throughput by scaling app host machine.","Active","1","Cache instances perform best when the host machines where client application runs is able to keep up with responses from the cache.","Cache instances perform best when the host machines where client application runs is able to keep up with responses from the cache. If client host machine is running hot on memory, CPU or network bandwidth, the cache responses will not reach your application fast enough and could result in higher latency.","You can improve your cache throughput and latency.","Consider scaling up the host machine where your client application runs.","https://docs.microsoft.com/azure/azure-cache-for-redis/cache-troubleshoot-client"
"16d0cf25-463d-4a20-8f18-d8d71edf92e3","Performance",,"Medium","Redis Cache","microsoft.cache/redis","RedisCacheUsedMemory","Improve your Cache and application performance when running with high memory pressure","Active","1","Improve your Cache and application performance when running with high memory pressure","Cache instances perform best when not running under high memory pressure which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce used memory or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance with high memory pressure by scaling to a different size or sku","https://aka.ms/redis/recommendations/memory"
"64dce138-80d7-48ad-934b-025a425386a7","Performance",,"High","Redis Cache","microsoft.cache/redis","RedisCacheUsedMemoryHigh","Improve your Cache and application performance when running with high memory pressure","Active","1","Improve your Cache and application performance when running with high memory pressure","Cache instances perform best when not running under high memory pressure which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce used memory or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance with high memory pressure by scaling to a different size or sku","https://aka.ms/redis/recommendations/memory"
"b1184137-cf30-4a62-87bd-5e287b911a46","Performance",,"Medium","Redis Cache","microsoft.cache/redis","RedisCacheUsedMemoryRSS","Improve your Cache and application performance when running with high memory pressure","Active","1","Improve your Cache and application performance when memory rss usage is high.","Cache instances perform best when not running under high memory pressure which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce used memory or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance with high memory pressure by scaling to a different size or sku","https://aka.ms/redis/recommendations/memory"
"2adfe155-4639-4d83-9814-15ce7454fa25","Performance",,"High","Redis Cache","microsoft.cache/redis","RedisCacheUsedMemoryRSSHigh","Improve your Cache and application performance when running with high memory pressure","Active","1","Improve your Cache and application performance when memory rss usage is high.","Cache instances perform best when not running under high memory pressure which may cause them to become unresponsive, experience data loss, or become unavailable. Apply best practices to reduce used memory or scale to a different size or sku with more capacity.","Ensure optimal performance and high availability through best practices","You can improve your Cache and application performance with high memory pressure by scaling to a different size or sku","https://aka.ms/redis/recommendations/memory"
"dc33091b-a748-4418-b4b0-d3d97466efe4","Operational Excellence",,"Medium","Redis Cache","microsoft.cache/redis","PrivateLink","Avoid affecting cache functionality by using private link.","Active","1","Injecting a cache into a virtual network (VNet) imposes complex requirements on your network configuration. This is a common source of incidents affecting customer applications","Injecting a cache into a virtual network (VNet) imposes complex requirements on your network configuration. It's difficult to configure the network accurately and avoid affecting cache functionality. It's easy to break the cache accidentally while making configuration changes for other network resources. This is a common source of incidents affecting customer applications","Avoid affecting cache functionality.","Use private link to avoid affecting cache functionality","https://aka.ms/VnetToPrivateLink"
"abb1f687-2d58-4197-8f5b-8882f05c04b8","Cost",,"High","Virtual Machines","microsoft.capacity/reservationorders/reservations","ReservedInstancePurchaseNew","Renew your reserved instances","Active","3","Configure automatic renewal for your expiring reservation","Reserved instances listed below are expiring soon or recently expired. Your resources will continue to operate normally, however, you will be billed at the on-demand rates going forward. To optimize your costs, configure automatic renewal for these reservations or purchase a replacement manually.","Continue to receive discounted rates for your resources","Configure auto-renewal for your expiring reservations to continue receiving discounted rates.","https://aka.ms/reservedinstances"
"ceecfd41-89b3-4c64-afe6-984c9cc03126","High Availability","Other","High","Azure Front Door X","microsoft.cdn/profiles","EdgioCdnManagedSecretExpiringOrExpired","Azure CDN From Edgio, Managed Certificate Renewal Unsuccessful. Additional Validation Required.","Active","7.1","Azure CDN From Edgio, Managed Certificate Renewal Unsuccessful. Additional Validation Required.","Azure CDN from Edgio employs CNAME delegation to renew certificates with DigiCert for managed certificate renewals. It is essential that Custom Domains resolve to an azureedge.net endpoint for the automatic renewal process with DigiCert to be successful. Please ensure your Custom Domain's CNAME and CAA records are configured correctly. Should you require further assistance, please submit a support case to Azure to re-attempt the renewal request.","Ensure service availability.",,""
"4e1c2077-7c73-4ace-b4aa-f11b36c28290","High Availability","Business Continuity","High","Azure Front Door X","microsoft.cdn/profiles","RenewExpiredBYOC","Renew the expired Azure Front Door customer certificate to avoid service disruption","Active","10","Renew the expired Azure Front Door customer certificate to avoid service disruption","When customer certificates for Azure Front Door Standard and Premium profiles expire, you might have service disruptions. To avoid service disruption, renew the certificate before it expires.","Ensure service availability.",,"https://docs.microsoft.com/azure/frontdoor/standard-premium/how-to-configure-https-custom-domain#use-your-own-certificate"
